movie_id,movie_name,year,certificate,runtime,rating,description,director,director_id,star,star_id,votes,gross(in $),Genre1,Genre2,Genre3
tt1825683,Black Panther,2018,PG-13,134 min,7.3,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,/name/nm3363032/,"Chadwick Boseman, 
Michael B. Jordan, 
Lupita Nyong'o, 
Danai Gurira","/name/nm1569276/,/name/nm0430107/,/name/nm2143282/,/name/nm1775091/",785813.0,700059566.0,Action, Adventure, Sci-Fi
tt4154796,Avengers: Endgame,2019,PG-13,181 min,8.4,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","Anthony Russo, 
Joe Russo",/name/nm0751577/,"Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth","/name/nm0751648/,/name/nm0000375/,/name/nm0262635/,/name/nm0749263/,/name/nm1165110/",1148100.0,858373000.0,Action, Adventure, Drama
tt0478970,Ant-Man,2015,PG-13,117 min,7.3,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Peyton Reed,/name/nm0715636/,"Paul Rudd, 
Michael Douglas, 
Corey Stoll, 
Evangeline Lilly","/name/nm0748620/,/name/nm0000140/,/name/nm1015684/,/name/nm1431940/",675514.0,180202163.0,Action, Comedy, Sci-Fi
tt9032400,Eternals,2021,PG-13,156 min,6.3,"The saga of the Eternals, a race of immortal beings who lived on Earth and shaped its history and civilizations.",Chloé Zhao,/name/nm2125482/,"Gemma Chan, 
Richard Madden, 
Angelina Jolie, 
Salma Hayek","/name/nm2110418/,/name/nm0534635/,/name/nm0001401/,/name/nm0000161/",348052.0,164870234.0,Action, Adventure, Fantasy
tt4154756,Avengers: Infinity War,2018,PG-13,149 min,8.4,The Avengers and their allies must be willing to sacrifice all in an attempt to defeat the powerful Thanos before his blitz of devastation and ruin puts an end to the universe.,"Anthony Russo, 
Joe Russo",/name/nm0751577/,"Robert Downey Jr., 
Chris Hemsworth, 
Mark Ruffalo, 
Chris Evans","/name/nm0751648/,/name/nm0000375/,/name/nm1165110/,/name/nm0749263/,/name/nm0262635/",1095301.0,678815482.0,Action, Adventure, Sci-Fi
tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,PG-13,143 min,8.1,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.",Gore Verbinski,/name/nm0893659/,"Johnny Depp, 
Geoffrey Rush, 
Orlando Bloom, 
Keira Knightley","/name/nm0000136/,/name/nm0001691/,/name/nm0089217/,/name/nm0461136/",1137362.0,305413918.0,Action, Adventure, Fantasy
tt3748528,Rogue One: A Star Wars Story,2016,PG-13,133 min,7.8,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Gareth Edwards,/name/nm2284484/,"Felicity Jones, 
Diego Luna, 
Alan Tudyk, 
Donnie Yen","/name/nm0428065/,/name/nm0526019/,/name/nm0876138/,/name/nm0947447/",647255.0,532177324.0,Action, Adventure, Sci-Fi
tt0472043,Apocalypto,2006,R,139 min,7.8,"As the Mayan kingdom faces its decline, a young man is taken on a perilous journey to a world ruled by fear and oppression.",Mel Gibson,/name/nm0000154/,"Gerardo Taracena, 
Raoul Max Trujillo, 
Dalia Hernández, 
Rudy Youngblood","/name/nm0850162/,/name/nm0874232/,/name/nm2199664/,/name/nm2199632/",316817.0,50866635.0,Action, Adventure, Drama
tt0117500,The Rock,1996,R,136 min,7.4,"A mild-mannered chemist and an ex-con must lead the counterstrike when a rogue group of military men, led by a renegade general, threaten a nerve gas attack from Alcatraz against San Francisco.",Michael Bay,/name/nm0000881/,"Sean Connery, 
Nicolas Cage, 
Ed Harris, 
John Spencer","/name/nm0000125/,/name/nm0000115/,/name/nm0000438/,/name/nm0817983/",342892.0,134069511.0,Action, Adventure, Thriller
tt3480822,Black Widow,2021,PG-13,134 min,6.7,Natasha Romanoff confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises.,Cate Shortland,/name/nm0795153/,"Scarlett Johansson, 
Florence Pugh, 
David Harbour, 
Rachel Weisz","/name/nm0424060/,/name/nm6073955/,/name/nm1092086/,/name/nm0001838/",385960.0,183651655.0,Action, Adventure, Sci-Fi
tt9376612,Shang-Chi and the Legend of the Ten Rings,2021,PG-13,132 min,7.4,"Shang-Chi, the master of weaponry-based Kung Fu, is forced to confront his past after being drawn into the Ten Rings organization.",Destin Daniel Cretton,/name/nm2308774/,"Simu Liu, 
Awkwafina, 
Tony Chiu-Wai Leung, 
Ben Kingsley","/name/nm4855517/,/name/nm5377144/,/name/nm0504897/,/name/nm0001426/",389332.0,224543292.0,Action, Adventure, Fantasy
tt0368891,National Treasure,2004,PG,131 min,6.9,A historian races to find the legendary Templar Treasure before a team of mercenaries.,Jon Turteltaub,/name/nm0005509/,"Nicolas Cage, 
Diane Kruger, 
Justin Bartha, 
Sean Bean","/name/nm0000115/,/name/nm1208167/,/name/nm0058581/,/name/nm0000293/",338858.0,173008894.0,Action, Adventure, Mystery
tt0118880,Con Air,1997,R,115 min,6.9,Newly-paroled ex-con and former U.S. Ranger Cameron Poe finds himself trapped in a prisoner-transport plane when the passengers seize control.,Simon West,/name/nm0922346/,"Nicolas Cage, 
John Cusack, 
John Malkovich, 
Colm Meaney","/name/nm0000115/,/name/nm0000131/,/name/nm0000518/,/name/nm0000538/",304255.0,101117573.0,Action, Crime, Thriller
tt1104001,Tron: Legacy,2010,PG,125 min,6.8,The son of a virtual world designer goes looking for his father and ends up inside the digital world that his father designed. He meets his father's corrupted creation and a unique ally who was born inside the digital world.,Joseph Kosinski,/name/nm2676052/,"Jeff Bridges, 
Garrett Hedlund, 
Olivia Wilde, 
Bruce Boxleitner","/name/nm0000313/,/name/nm1330560/,/name/nm1312575/,/name/nm0000310/",341820.0,172062763.0,Action, Adventure, Sci-Fi
tt3501632,Thor: Ragnarok,2017,PG-13,130 min,7.9,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela.",Taika Waititi,/name/nm0169806/,"Chris Hemsworth, 
Tom Hiddleston, 
Cate Blanchett, 
Mark Ruffalo","/name/nm1165110/,/name/nm1089991/,/name/nm0000949/,/name/nm0749263/",761745.0,315058289.0,Action, Adventure, Comedy
tt0120591,Armageddon,1998,PG-13,151 min,6.7,"After discovering that an asteroid the size of Texas will impact Earth in less than a month, NASA recruits a misfit team of deep-core drillers to save the planet.",Michael Bay,/name/nm0000881/,"Bruce Willis, 
Billy Bob Thornton, 
Ben Affleck, 
Liv Tyler","/name/nm0000246/,/name/nm0000671/,/name/nm0000255/,/name/nm0000239/",431479.0,201573391.0,Action, Adventure, Sci-Fi
tt2395427,Avengers: Age of Ultron,2015,PG-13,141 min,7.3,"When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.",Joss Whedon,/name/nm0923736/,"Robert Downey Jr., 
Chris Evans, 
Mark Ruffalo, 
Chris Hemsworth","/name/nm0000375/,/name/nm0262635/,/name/nm0749263/,/name/nm1165110/",872228.0,459005868.0,Action, Adventure, Sci-Fi
tt0317705,The Incredibles,2004,PG,115 min,8.0,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Brad Bird,/name/nm0083348/,"Craig T. Nelson, 
Samuel L. Jackson, 
Holly Hunter, 
Jason Lee","/name/nm0005266/,/name/nm0000168/,/name/nm0000456/,/name/nm0005134/",747357.0,261441092.0,Animation, Action, Adventure
tt3498820,Captain America: Civil War,2016,PG-13,147 min,7.8,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,"Anthony Russo, 
Joe Russo",/name/nm0751577/,"Chris Evans, 
Robert Downey Jr., 
Scarlett Johansson, 
Sebastian Stan","/name/nm0751648/,/name/nm0262635/,/name/nm0000375/,/name/nm0424060/,/name/nm1659221/",797128.0,408084349.0,Action, Sci-Fi,
tt0119190,George of the Jungle,1997,PG,92 min,5.5,A man raised in the jungle by apes falls in love with a wealthy American heiress.,Sam Weisman,/name/nm0918873/,"Brendan Fraser, 
Leslie Mann, 
Thomas Haden Church, 
Richard Roundtree","/name/nm0000409/,/name/nm0005182/,/name/nm0002006/,/name/nm0745780/",80211.0,105263257.0,Action, Adventure, Comedy
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,PG-13,129 min,6.5,Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,"Joachim Rønning, 
Espen Sandberg",/name/nm1461392/,"Johnny Depp, 
Geoffrey Rush, 
Javier Bardem, 
Orlando Bloom","/name/nm1650283/,/name/nm0000136/,/name/nm0001691/,/name/nm0000849/,/name/nm0089217/",317985.0,172558876.0,Action, Adventure, Fantasy
tt4154664,Captain Marvel,2019,PG-13,123 min,6.8,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,"Anna Boden, 
Ryan Fleck",/name/nm1349818/,"Brie Larson, 
Samuel L. Jackson, 
Ben Mendelsohn, 
Jude Law","/name/nm0281396/,/name/nm0488953/,/name/nm0000168/,/name/nm0578853/,/name/nm0000179/",567884.0,426829839.0,Action, Adventure, Sci-Fi
tt0213149,Pearl Harbor,2001,PG-13,183 min,6.2,A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,Michael Bay,/name/nm0000881/,"Ben Affleck, 
Kate Beckinsale, 
Josh Hartnett, 
William Lee Scott","/name/nm0000255/,/name/nm0000295/,/name/nm0001326/,/name/nm0005406/",337171.0,198542554.0,Action, Drama, History
tt3778644,Solo: A Star Wars Story,2018,PG-13,135 min,6.9,"Board the Millennium Falcon and journey to a galaxy far, far away in an epic action-adventure that will set the course of one of the Star Wars saga's most unlikely heroes.",Ron Howard,/name/nm0000165/,"Alden Ehrenreich, 
Woody Harrelson, 
Emilia Clarke, 
Donald Glover","/name/nm2403277/,/name/nm0000437/,/name/nm3592338/,/name/nm2255973/",353457.0,213767512.0,Action, Adventure, Sci-Fi
tt1211837,Doctor Strange,2016,PG-13,115 min,7.5,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts.",Scott Derrickson,/name/nm0220600/,"Benedict Cumberbatch, 
Chiwetel Ejiofor, 
Rachel McAdams, 
Benedict Wong","/name/nm1212722/,/name/nm0252230/,/name/nm1046097/,/name/nm0938950/",752009.0,232641920.0,Action, Adventure, Fantasy
tt0099422,Dick Tracy,1990,PG,105 min,6.2,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.,Warren Beatty,/name/nm0000886/,"Warren Beatty, 
Madonna, 
Al Pacino, 
Charlie Korsmo","/name/nm0000886/,/name/nm0000187/,/name/nm0000199/,/name/nm0001432/",63089.0,103738726.0,Action, Comedy, Crime
tt3606756,Incredibles 2,2018,PG,118 min,7.6,The Incredibles family takes on a new mission which involves a change in family roles: Bob Parr (Mr. Incredible) must manage the house while his wife Helen (Elastigirl) goes out to save the world.,Brad Bird,/name/nm0083348/,"Craig T. Nelson, 
Holly Hunter, 
Sarah Vowell, 
Huck Milner","/name/nm0005266/,/name/nm0000456/,/name/nm1102970/,/name/nm9133740/",302726.0,608581744.0,Animation, Action, Adventure
tt0245844,The Count of Monte Cristo,2002,PG-13,131 min,7.7,"A young man, falsely imprisoned by his jealous ""friend"", escapes and uses a hidden treasure to exact his revenge.",Kevin Reynolds,/name/nm0721817/,"Jim Caviezel, 
Guy Pearce, 
Christopher Adamson, 
JB Blanc","/name/nm0001029/,/name/nm0001602/,/name/nm0011478/,/name/nm1072611/",140439.0,54234062.0,Action, Adventure, Drama
tt0870154,Jungle Cruise,2021,PG-13,127 min,6.6,Based on Disneyland's theme park ride where a small riverboat takes a group of travelers through a jungle filled with dangerous animals and reptiles but with a supernatural element.,Jaume Collet-Serra,/name/nm1429471/,"Dwayne Johnson, 
Emily Blunt, 
Edgar Ramírez, 
Jack Whitehall","/name/nm0425005/,/name/nm1289434/,/name/nm1183149/,/name/nm3099754/",195217.0,116987516.0,Action, Adventure, Comedy
tt1298650,Pirates of the Caribbean: On Stranger Tides,2011,PG-13,136 min,6.6,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too.",Rob Marshall,/name/nm0551128/,"Johnny Depp, 
Penélope Cruz, 
Ian McShane, 
Geoffrey Rush","/name/nm0000136/,/name/nm0004851/,/name/nm0574534/,/name/nm0001691/",534586.0,241063875.0,Action, Adventure, Fantasy
tt2245084,Big Hero 6,2014,PG,102 min,7.8,"A special bond develops between plus-sized inflatable robot Baymax and prodigy Hiro Hamada, who together team up with a group of friends to form a band of high-tech heroes.","Don Hall, 
Chris Williams",/name/nm2320658/,"Ryan Potter, 
Scott Adsit, 
Jamie Chung, 
T.J. Miller","/name/nm0930261/,/name/nm3994407/,/name/nm0012523/,/name/nm1512166/,/name/nm2554352/",468341.0,222527828.0,Animation, Action, Adventure
tt0084827,Tron,1982,PG,96 min,6.7,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,Steven Lisberger,/name/nm0513974/,"Jeff Bridges, 
Bruce Boxleitner, 
David Warner, 
Cindy Morgan","/name/nm0000313/,/name/nm0000310/,/name/nm0001831/,/name/nm0604563/",123755.0,33000000.0,Action, Adventure, Sci-Fi
tt0405325,Sky High,2005,PG,100 min,6.3,"Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Mike Mitchell,/name/nm0593610/,"Kurt Russell, 
Kelly Preston, 
Michael Angarano, 
Danielle Panabaker","/name/nm0000621/,/name/nm0000593/,/name/nm0029400/,/name/nm1263939/",89209.0,63946815.0,Action, Comedy, Family
tt0112740,Crimson Tide,1995,R,116 min,7.3,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny to prevent his trigger happy Captain from launching his missiles before confirming his orders to do so.",Tony Scott,/name/nm0001716/,"Gene Hackman, 
Denzel Washington, 
Matt Craven, 
George Dzundza","/name/nm0000432/,/name/nm0000243/,/name/nm0002023/,/name/nm0001169/",115603.0,91400000.0,Action, Drama, Thriller
tt0230011,Atlantis: The Lost Empire,2001,PG,95 min,6.9,A young linguist named Milo Thatch joins an intrepid group of explorers to find the mysterious lost continent of Atlantis.,"Gary Trousdale, 
Kirk Wise",/name/nm0873779/,"Michael J. Fox, 
Jim Varney, 
Corey Burton, 
Claudia Christian","/name/nm0936374/,/name/nm0000150/,/name/nm0001815/,/name/nm0123553/,/name/nm0160004/",123509.0,84052762.0,Animation, Action, Adventure
tt0401729,John Carter,2012,PG-13,132 min,6.6,"Transported to Barsoom, a Civil War vet discovers a barren planet seemingly inhabited by 12-foot tall barbarians. Finding himself prisoner of these creatures, he escapes, only to encounter Woola and a princess in desperate need of a savior.",Andrew Stanton,/name/nm0004056/,"Taylor Kitsch, 
Lynn Collins, 
Willem Dafoe, 
Samantha Morton","/name/nm2018237/,/name/nm1211488/,/name/nm0000353/,/name/nm0608090/",276296.0,73078100.0,Action, Adventure, Sci-Fi
tt1464540,I Am Number Four,2011,PG-13,111 min,6.1,"Aliens and their Guardians are hiding on Earth from intergalactic bounty hunters. They can only be killed in numerical order, and Number Four is next on the list. This is his story.",D.J. Caruso,/name/nm0142286/,"Alex Pettyfer, 
Timothy Olyphant, 
Dianna Agron, 
Teresa Palmer","/name/nm1641117/,/name/nm0648249/,/name/nm1872698/,/name/nm1954240/",240259.0,55100437.0,Action, Adventure, Sci-Fi
tt1964418,Tomorrowland,2015,PG,130 min,6.4,"Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",Brad Bird,/name/nm0083348/,"George Clooney, 
Britt Robertson, 
Hugh Laurie, 
Raffey Cassidy","/name/nm0000123/,/name/nm1429380/,/name/nm0491402/,/name/nm3864163/",184720.0,93436322.0,Action, Adventure, Family
tt0187078,Gone in 60 Seconds,2000,PG-13,118 min,6.5,A retired master car thief must come back to the industry and steal fifty cars with his crew in one night to save his brother's life.,Dominic Sena,/name/nm0784061/,"Nicolas Cage, 
Angelina Jolie, 
Giovanni Ribisi, 
T.J. Cross","/name/nm0000115/,/name/nm0001401/,/name/nm0000610/,/name/nm0189278/",282640.0,101648571.0,Action, Crime, Thriller
tt0465234,National Treasure: Book of Secrets,2007,PG,124 min,6.5,Benjamin Gates must follow a clue left in John Wilkes Booth's diary to prove his ancestor's innocence in the assassination of Abraham Lincoln.,Jon Turteltaub,/name/nm0005509/,"Nicolas Cage, 
Diane Kruger, 
Justin Bartha, 
Jon Voight","/name/nm0000115/,/name/nm1208167/,/name/nm0058581/,/name/nm0000685/",242334.0,219964115.0,Action, Adventure, Mystery
tt0395699,The Pacifier,2005,PG,95 min,5.6,"Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house.",Adam Shankman,/name/nm0788202/,"Vin Diesel, 
Brittany Snow, 
Max Thieriot, 
Brad Garrett","/name/nm0004874/,/name/nm0811242/,/name/nm1302735/,/name/nm0004951/",96368.0,113086868.0,Action, Comedy, Drama
tt0433035,Real Steel,2011,PG-13,127 min,7.0,"In the near future, robot boxing is a top sport. A struggling ex-boxer feels he's found a champion in a discarded robot.",Shawn Levy,/name/nm0506613/,"Hugh Jackman, 
Evangeline Lilly, 
Dakota Goyo, 
Anthony Mackie","/name/nm0413168/,/name/nm1431940/,/name/nm2023672/,/name/nm1107001/",335212.0,85468508.0,Action, Drama, Sci-Fi
tt0499448,The Chronicles of Narnia: Prince Caspian,2008,PG,150 min,6.5,"The Pevensie siblings return to Narnia, where they are enlisted to once again help ward off an evil king and restore the rightful heir to the land's throne, Prince Caspian.",Andrew Adamson,/name/nm0011470/,"Ben Barnes, 
Skandar Keynes, 
Georgie Henley, 
William Moseley","/name/nm1602660/,/name/nm1342727/,/name/nm1670137/,/name/nm0608440/",214524.0,141621490.0,Action, Adventure, Family
tt0349683,King Arthur,2004,PG-13,126 min,6.3,A demystified take on the tale of King Arthur and the Knights of the Round Table.,Antoine Fuqua,/name/nm0298807/,"Clive Owen, 
Stephen Dillane, 
Keira Knightley, 
Ioan Gruffudd","/name/nm0654110/,/name/nm0226820/,/name/nm0461136/,/name/nm0344435/",170370.0,51882244.0,Action, Adventure, Drama
tt0108333,The Three Musketeers,1993,PG,105 min,6.4,"France, 1625: Young d'Artagnan heads to Paris to join the Musketeers but the evil cardinal has disbanded them - save 3. He meets the 3, Athos, Porthos and Aramis, and joins them on their quest to save the king and country.",Stephen Herek,/name/nm0378893/,"Charlie Sheen, 
Kiefer Sutherland, 
Chris O'Donnell, 
Oliver Platt","/name/nm0000221/,/name/nm0000662/,/name/nm0000563/,/name/nm0001624/",56319.0,53898845.0,Action, Adventure, Comedy
tt0473075,Prince of Persia: The Sands of Time,2010,PG-13,116 min,6.6,A young fugitive prince and princess must stop a villain who unknowingly threatens to destroy the world with a special dagger that enables the magic sand inside to reverse time.,Mike Newell,/name/nm0001565/,"Jake Gyllenhaal, 
Gemma Arterton, 
Ben Kingsley, 
Alfred Molina","/name/nm0350453/,/name/nm2605345/,/name/nm0001426/,/name/nm0000547/",293293.0,90759676.0,Action, Adventure, Fantasy
tt0986263,Surrogates,2009,PG-13,89 min,6.3,"Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",Jonathan Mostow,/name/nm0609236/,"Bruce Willis, 
Radha Mitchell, 
Ving Rhames, 
Rosamund Pike","/name/nm0000246/,/name/nm0593664/,/name/nm0000609/,/name/nm0683253/",176696.0,38577772.0,Action, Sci-Fi, Thriller
tt0362270,The Life Aquatic with Steve Zissou,2004,R,119 min,7.2,"With a plan to exact revenge on a mythical shark that killed his partner, Oceanographer Steve Zissou (Bill Murray) rallies a crew that includes his estranged wife, a journalist, and a man who may or may not be his son.",Wes Anderson,/name/nm0027572/,"Bill Murray, 
Owen Wilson, 
Anjelica Huston, 
Cate Blanchett","/name/nm0000195/,/name/nm0005562/,/name/nm0001378/,/name/nm0000949/",200609.0,24006726.0,Action, Adventure, Comedy
tt0102803,The Rocketeer,1991,PG,108 min,6.5,A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,Joe Johnston,/name/nm0002653/,"Billy Campbell, 
Jennifer Connelly, 
Alan Arkin, 
Timothy Dalton","/name/nm0001004/,/name/nm0000124/,/name/nm0000273/,/name/nm0001096/",59091.0,46704056.0,Action, Adventure, Family
tt0316356,Open Range,2003,R,139 min,7.4,A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman.,Kevin Costner,/name/nm0000126/,"Kevin Costner, 
Robert Duvall, 
Diego Luna, 
Abraham Benrubi","/name/nm0000126/,/name/nm0000380/,/name/nm0526019/,/name/nm0072344/",74662.0,58331254.0,Action, Drama, Romance
tt0486946,Wild Hogs,2007,PG-13,100 min,5.8,"A group of suburban biker wannabes looking for adventure hit the open road, but get more than they bargained for when they encounter a New Mexico gang called the Del Fuegos.",Walt Becker,/name/nm0065608/,"Tim Allen, 
Martin Lawrence, 
John Travolta, 
William H. Macy","/name/nm0000741/,/name/nm0001454/,/name/nm0000237/,/name/nm0000513/",120180.0,168273550.0,Action, Adventure, Comedy
tt0120660,Enemy of the State,1998,R,132 min,7.3,A lawyer becomes targeted by a corrupt politician and his N.S.A. goons when he accidentally receives key evidence to a politically motivated crime.,Tony Scott,/name/nm0001716/,"Will Smith, 
Gene Hackman, 
Jon Voight, 
Lisa Bonet","/name/nm0000226/,/name/nm0000432/,/name/nm0000685/,/name/nm0000956/",247984.0,111549836.0,Action, Thriller,
tt0120657,The 13th Warrior,1999,R,102 min,6.6,"A man, having fallen in love with the wrong woman, is sent by the sultan himself on a diplomatic mission to a distant land as an ambassador. Stopping at a Viking village port to restock on supplies, he finds himself unwittingly embroiled in a quest to banish a mysterious threat in a distant Viking land.","John McTiernan, 
Michael Crichton",/name/nm0001532/,"Antonio Banderas, 
Diane Venora, 
Dennis Storhøi, 
Vladimir Kulich","/name/nm0000341/,/name/nm0000104/,/name/nm0893204/,/name/nm0832509/,/name/nm0474520/",126780.0,32698899.0,Action, Adventure, History
tt0406816,The Guardian,2006,PG-13,139 min,6.9,"A high school swim champion with a troubled past enrolls in the U.S. Coast Guard's ""A"" School, where legendary rescue swimmer Ben Randall teaches him some hard lessons about loss, love, and self-sacrifice.",Andrew Davis,/name/nm0001112/,"Kevin Costner, 
Ashton Kutcher, 
Sela Ward, 
Melissa Sagemiller","/name/nm0000126/,/name/nm0005110/,/name/nm0000688/,/name/nm0756089/",94491.0,55011732.0,Action, Adventure, Drama
tt0253556,Reign of Fire,2002,PG-13,101 min,6.2,"A brood of fire-breathing dragons emerges from the earth and begins setting everything ablaze, establishing dominance over the planet.",Rob Bowman,/name/nm0101385/,"Matthew McConaughey, 
Christian Bale, 
Izabella Scorupco, 
Gerard Butler","/name/nm0000190/,/name/nm0000288/,/name/nm0001713/,/name/nm0124930/",138979.0,43061982.0,Action, Adventure, Fantasy
tt1568911,War Horse,2011,PG-13,146 min,7.2,Young Albert enlists to serve in World War I after his beloved horse is sold to the cavalry. Albert's hopeful journey takes him out of England and to the front lines as the war rages on.,Steven Spielberg,/name/nm0000229/,"Jeremy Irvine, 
Emily Watson, 
David Thewlis, 
Benedict Cumberbatch","/name/nm3528539/,/name/nm0001833/,/name/nm0000667/,/name/nm1212722/",159925.0,79884879.0,Action, Adventure, Drama
tt0118956,Deep Rising,1998,R,106 min,6.1,"A group of heavily armed hijackers board a luxury ocean liner in the South Pacific Ocean to loot it, only to do battle with a series of large-sized, tentacled, man-eating sea creatures who had already invaded the ship.",Stephen Sommers,/name/nm0814085/,"Treat Williams, 
Famke Janssen, 
Anthony Heald, 
Kevin J. O'Connor","/name/nm0001852/,/name/nm0000463/,/name/nm0372217/,/name/nm0640413/",38292.0,11203026.0,Action, Adventure, Horror
tt0327437,Around the World in 80 Days,2004,PG,120 min,5.8,"To win a bet, an eccentric British inventor, beside his Chinese valet and an aspiring French artist, embarks on a trip full of adventures and dangers around the world in exactly eighty days.",Frank Coraci,/name/nm0178997/,"Jackie Chan, 
Steve Coogan, 
Jim Broadbent, 
Kathy Bates","/name/nm0000329/,/name/nm0176869/,/name/nm0000980/,/name/nm0000870/",91331.0,24008137.0,Action, Adventure, Comedy
tt2025690,The Finest Hours,2016,PG-13,117 min,6.7,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,Craig Gillespie,/name/nm0318916/,"Chris Pine, 
Casey Affleck, 
Ben Foster, 
Eric Bana","/name/nm1517976/,/name/nm0000729/,/name/nm0004936/,/name/nm0051509/",67947.0,27569558.0,Action, Drama, History
tt0119173,G.I. Jane,1997,R,125 min,6.0,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,Ridley Scott,/name/nm0000631/,"Demi Moore, 
Viggo Mortensen, 
Anne Bancroft, 
Jason Beghe","/name/nm0000193/,/name/nm0001557/,/name/nm0000843/,/name/nm0000892/",83300.0,48169156.0,Action, Drama, War
tt0119229,Grosse Pointe Blank,1997,R,107 min,7.3,"Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time.",George Armitage,/name/nm0000786/,"John Cusack, 
Minnie Driver, 
Dan Aykroyd, 
Joan Cusack","/name/nm0000131/,/name/nm0000378/,/name/nm0000101/,/name/nm0000349/",96039.0,28014536.0,Action, Comedy, Crime
tt0113492,Judge Dredd,1995,R,96 min,5.6,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",Danny Cannon,/name/nm0134176/,"Sylvester Stallone, 
Armand Assante, 
Rob Schneider, 
Jürgen Prochnow","/name/nm0000230/,/name/nm0000800/,/name/nm0001705/,/name/nm0001638/",120065.0,34693481.0,Action, Crime, Sci-Fi
tt0292506,The Recruit,2003,PG-13,115 min,6.6,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,Roger Donaldson,/name/nm0002044/,"Al Pacino, 
Colin Farrell, 
Bridget Moynahan, 
Gabriel Macht","/name/nm0000199/,/name/nm0268199/,/name/nm0005256/,/name/nm0532683/",138199.0,52802140.0,Action, Thriller,
tt0088814,The Black Cauldron,1985,PG,80 min,6.3,A young boy and a group of misfit friends embark on a quest to find a dark magic item of ultimate power before a diabolical tyrant can.,"Ted Berman, 
Richard Rich",/name/nm0075859/,"Grant Bardsley, 
Freddie Jones, 
Susan Sheridan, 
Nigel Hawthorne","/name/nm0723704/,/name/nm0054344/,/name/nm0428086/,/name/nm0792262/,/name/nm0001329/",37612.0,21288692.0,Animation, Action, Adventure
